Sentence;Schema;Schema Slot;Slot Value;Pattern;Lexical Trigger;Target LM;Target CM;Source LM;Source CM;Sentence ID;Sentence DE;QUALY;Source LM DE
This thread points out the father like all of the rest of the anti-gun people skip over the facts and reality and jump right to teh eeeeevil guns owe da horrra!!! Im sure the first three victims that had their ****ing skulls bashed and were stabbed to death...their families can take comfort in knowing that the anti-gun crowd will ignore them and use the entire event as a springboard to attack guns.;03 Conflict;Enemy;guns;;attack;guns;Guns;attack;Struggle/War;2668650;Dieser Thread weist darauf hin, dass der Vater, wie alle anderen Anti-Waffen-Leute, die Fakten und die Realität überspringen und direkt zu den eeeeevil Guns schulden da horrra springen!!! Ich bin mir sicher, dass die ersten drei Opfer, denen die Schädel eingeschlagen und erstochen wurden... ihre Familien können sich trösten, wenn sie wissen, dass die Anti-Waffen-Menge sie ignorieren und das gesamte Ereignis als Sprungbrett für Angriffe nutzen wird Waffen.;low;anzugreifen
What's the best way to attack credit card debt?;03 Conflict;Enemy;debt;;attack;debt;Poverty;attack;Struggle/War;2671816;Was ist der beste Weg, um Kreditkartenschulden anzugreifen?;high;anzugreifen
Paul Polakfounder of Colorado-based non-profit International Development Enterprises (IDE)is dedicated to developing practical solutions that attack poverty at its roots.;03 Conflict;Enemy;poverty;;attack;poverty;Poverty;attack;Struggle/War;2451006;Paul Polak, Gründer der in Colorado ansässigen gemeinnützigen International Development Enterprises (IDE), widmet sich der Entwicklung praktischer Lösungen, die die Armut an ihren Wurzeln bekämpfen.;high;bekämpfen
WDR 2000/2001: Attacking Poverty;03 Conflict;Enemy;poverty;;attacking;Poverty;Poverty;Attacking;Struggle/War;1958399;WDR 2000/2001: Armut bekämpfen;high;bekämpfen
World Development Report 2000/2001: Attacking Poverty.;03 Conflict;Enemy;poverty;;attacking;Poverty;Poverty;Attacking;Struggle/War;2088824;Weltentwicklungsbericht 2000/2001: Armut bekämpfen.;high;bekämpfen
"He continuously attacks the Constitution in the name of upholding it and ""bringing back"" the America that never was.";03 Conflict;Enemy;Constitution;;attacks;Constitution;Government;attacks;Struggle/War;761678;Er greift die Verfassung ständig an, um sie aufrechtzuerhalten und das Amerika „zurückzubringen“, das es nie gab.;high;greift
That alone is more than enough to reverse and defeat gun control.;03 Conflict;Enemy;gun control;;defeat;gun control;Control of Guns;defeat;Struggle/War;2160248;Das allein ist mehr als genug, um die Waffenkontrolle umzukehren und zu besiegen.;high;besiegen
"Across the globe, free markets and trade have helped defeat poverty, and taught men and women the habits of liberty.""";03 Conflict;Enemy;poverty;;defeat;poverty;Poverty;defeat;Struggle/War;750880;"Auf der ganzen Welt haben freie Märkte und Handel dazu beigetragen, die Armut zu besiegen und Männern und Frauen die Gewohnheiten der Freiheit beigebracht.""";high;besiegen
You are willing to give away your rights and not fight gun control.;03 Conflict;Enemy;gun control;;fight;gun control;Control of Guns;fight;Struggle/War;2154329;Sie sind bereit, Ihre Rechte aufzugeben und die Waffenkontrolle nicht zu bekämpfen.;high;bekämpfen
They are not organised to fight gun control or protect their rights.;03 Conflict;Enemy;gun control;;fight;gun control;Control of Guns;fight;Struggle/War;2669990;Sie sind nicht organisiert, um die Waffenkontrolle zu bekämpfen oder ihre Rechte zu schützen.;high;bekämpfen
I live for the day when there is a website that shows what organisations are doing to fight gun control.;03 Conflict;Enemy;gun control;;fight;gun control;Control of Guns;fight;Struggle/War;2672779;Ich lebe für den Tag, an dem es eine Website gibt, die zeigt, was Organisationen tun, um die Waffenkontrolle zu bekämpfen.;high;bekämpfen
According to the free market ideology, the best way to fight global hunger and improve the economic situation of farmers in developing countries is through trade and investment liberalization, production for export, and cuts in domestic support.;03 Conflict;Enemy;hunger;;fight;hunger;Poverty;fight;Struggle/War;1802298;Gemäß der Ideologie des freien Marktes besteht der beste Weg zur Bekämpfung des globalen Hungers und zur Verbesserung der wirtschaftlichen Situation der Landwirte in den Entwicklungsländern in der Liberalisierung von Handel und Investitionen, der Produktion für den Export und der Kürzung der inländischen Unterstützung.;high;Bekämpfung
AT&T agrees to help fight childhood hunger;03 Conflict;Enemy;hunger;;fight;hunger;Poverty;fight;Struggle/War;2294245;AT&T willigt ein, den Hunger in der Kindheit zu bekämpfen;high;bekämpfen
Norton resident uses hobby to fight poverty in Honduras;03 Conflict;Enemy;poverty;;fight;poverty;Poverty;fight;Struggle/War;1632374;Bewohnerin von Norton nutzt ihr Hobby, um die Armut in Honduras zu bekämpfen;high;bekämpfen
The sad news is with the exception of very few no firearm organisation is doing anything of the slightest value in fighting gun control.;03 Conflict;Enemy;gun control;fighting [enemy];fighting;gun control;Control of Guns;fighting;Struggle/War;2171301;Die traurige Nachricht ist, dass mit Ausnahme von sehr wenigen keine Feuerwaffenorganisation auch nur den geringsten Wert im Kampf gegen die Waffenkontrolle unternimmt.;low;Kampf
Fighting gun control?;03 Conflict;Enemy;gun control;;fighting;gun control;Control of Guns;Fighting;Struggle/War;2180688;Waffenkontrolle bekämpfen?;high;bekämpfen
I don't have to produce my credentials to you other than to say that 15 years of fighting gun control and having to deal with organisation leaders who are cowards, have a vested interest or are just stupid has taught me one thing.;03 Conflict;Enemy;gun control;fighting [enemy];fighting;gun control;Control of Guns;fighting;Struggle/War;NA;Ich muss Ihnen meine Referenzen nicht vorlegen, außer zu sagen, dass 15 Jahre Kampf gegen die Waffenkontrolle und der Umgang mit Organisationsleitern, die feige sind, ein persönliches Interesse haben oder einfach nur dumm sind, mich eines gelehrt haben.;high;Kampf
Business Fights Poverty is an international network for professionals passionate about fighting world poverty through good business.;03 Conflict;Enemy;poverty;;fighting;poverty;Poverty;fighting;Struggle/War;1081745;Business Fights Poverty ist ein internationales Netzwerk für Fachleute, die sich leidenschaftlich dafür einsetzen, die Armut in der Welt durch gute Geschäfte zu bekämpfen.;medium;bekämpfen
"And the ILO has a tremendous interest in microcredit precisely because fighting poverty is at the heart of our mandate"", said Somavia.";03 Conflict;Enemy;poverty;;fighting;poverty;Poverty;fighting;Struggle/War;2001107;Und die ILO hat ein enormes Interesse an Mikrokrediten, gerade weil die Armutsbekämpfung im Mittelpunkt unseres Mandats steht“, sagte Somavia.;high;Armutsbekämpfung
DONATE The Lobbyist Who Fights Democracy -- and Breast Milk;03 Conflict;Enemy;Democracy;;Fights;Democracy;Democracy;Fights;Struggle/War;761679;SPENDEN Sie den Lobbyisten, der die Demokratie bekämpft – und Muttermilch;low;bekämpft
The company has fought taxation at the state level, and a measure proposed at ALEC would have allowed companies to operate untaxed in states even if they advertise, hold trade shows or work through subsidiaries.;03 Conflict;Enemy;taxation;;fought;taxation;Taxation;fought;Struggle/War;159322;Das Unternehmen hat die Besteuerung auf staatlicher Ebene bekämpft, und eine von ALEC vorgeschlagene Maßnahme hätte es Unternehmen ermöglicht, in Staaten steuerfrei zu operieren, selbst wenn sie Werbung machen, Messen veranstalten oder über Tochtergesellschaften arbeiten.;high;bekämpft
DeLay, a Texas Republican, is the House majority leader and an opponent of gun control.;03 Conflict;Enemy;gun control;;opponent;gun control;Control of Guns;opponent;Struggle/War;2667633;DeLay, ein Republikaner aus Texas, ist der Mehrheitsführer des Repräsentantenhauses und ein Gegner der Waffenkontrolle.;high;Gegner
"We attack democracy as such, we don't want ""real democracy"" instead of ""fake democracy.""";03 Conflict;Enemy;democracy;;attack;democracy;Democracy;attack;War;1973269;Wir greifen die Demokratie als solche an, wir wollen keine „echte Demokratie“ statt „Scheindemokratie“.;high;greifen
Opposition parties in Thailand used the issue to attack the government, which initially backed the heritage listing.;03 Conflict;Enemy;government;;attack;government;Government;attack;War;382737;Oppositionsparteien in Thailand nutzten das Thema, um die Regierung anzugreifen, die ursprünglich die Auflistung des Kulturerbes unterstützt hatte.;high;anzugreifen
What I respected is that she didn't use it to attack the firearm, it was just something she associated with her trauma and honestly I can't blame her for having that scar, it's a pretty scary thing to be involved in.;03 Conflict;Enemy;firearm;;attack;firearm;Guns;attack;War;2673085;Was ich respektierte, war, dass sie es nicht benutzte, um die Schusswaffe anzugreifen, es war nur etwas, das sie mit ihrem Trauma in Verbindung brachte, und ehrlich gesagt kann ich ihr nicht die Schuld dafür geben, dass sie diese Narbe hat, es ist eine ziemlich beängstigende Sache, daran beteiligt zu sein.;high;anzugreifen
In this case, surgeon general pick will attack guns under the guise of a public health and safety campaign is indeed correct.;03 Conflict;Enemy;guns;;attack;guns;Guns;attack;War;2378746;In diesem Fall wird der Chirurg General Pick Waffen unter dem Deckmantel einer Kampagne für öffentliche Gesundheit und Sicherheit angreifen, ist in der Tat richtig.;high;angreifen
He is working with CIRA on a statewide effort to attack poverty with sustainability initiatives.;03 Conflict;Enemy;poverty;;attack;poverty;Poverty;attack;War;3023943;Er arbeitet mit CIRA an einem landesweiten Versuch, die Armut mit Nachhaltigkeitsinitiativen zu bekämpfen.;high;bekämpfen
RE: Logical fallacy of the Left: You can't stop gun violence by attacking guns Posted by: drobinson2;03 Conflict;Enemy;guns;;attacking;guns;Guns;attacking;War;2461061;RE: Logischer Fehlschluss der Linken: Man kann Waffengewalt nicht stoppen, indem man Waffen angreift Posted by: drobinson2;high;angreift
By attacking the economic wealth generated by Ireland for Britain and the large Protestant landowners of Ireland, the Land League achieved victory where previous campaigns for rights in Ireland had failed.;03 Conflict;Enemy;wealth;;attacking;wealth;Wealth;attacking;War;118314;Durch den Angriff auf den wirtschaftlichen Reichtum, den Irland für Großbritannien und die protestantischen Großgrundbesitzer Irlands erwirtschaftete, errang die Land League den Sieg, wo frühere Kampagnen für Rechte in Irland gescheitert waren.;high;Angriff
He attacks corporations, he attacks those who've worked hard to accumulate wealth for their families (good for them!), he attacks the banking industry, he attacks taxpayers by raising taxes.;03 Conflict;Enemy;taxpayers;;attacks;taxpayers;Taxpayers;attacks;War;2377903;Er greift Unternehmen an, er greift diejenigen an, die hart gearbeitet haben, um Reichtum für ihre Familien anzuhäufen (gut für sie!), er greift die Bankenbranche an, er greift Steuerzahler an, indem er Steuern erhöht.;medium;greift
Proceeds from Technaflora's Recipe for Success Starter Kit sales goes to the Hydro for Hunger initiative that battles hunger around the world.;03 Conflict;Enemy;hunger;;battles;hunger;Poverty;battles;War;601849;Der Erlös aus dem Verkauf des „Rezept für den Erfolg“-Starterkits von Technaflora geht an die Initiative „Hydro for Hunger“, die den Hunger auf der ganzen Welt bekämpft.;high;bekämpft
Biden came out today and said that President Obama may act alone with a series of executive orders to combat gun control.;03 Conflict;Enemy;gun control;;combat;gun control;Control of Guns;combat;War;2378742;Biden kam heute heraus und sagte, dass Präsident Obama mit einer Reihe von Exekutivverordnungen zur Bekämpfung der Waffenkontrolle allein handeln könnte.;medium;Bekämpfung
They are valued partners in an effort to combat hunger in America.;03 Conflict;Enemy;hunger;;combat;hunger;Poverty;combat;War;1760052;Sie sind geschätzte Partner im Kampf gegen den Hunger in Amerika.;high;Kampf
An analysis conducted in September for FRAC by Peter D. Hart Associates and McLaughlin & Associates showing that Americans believe the nation's officeholders need to do more to combat hunger.;03 Conflict;Enemy;hunger;;combat;hunger;Poverty;combat;War;2671481;Eine im September von Peter D. Hart Associates und McLaughlin & Associates für FRAC durchgeführte Analyse zeigt, dass die Amerikaner glauben, dass die Amtsträger der Nation mehr tun müssen, um den Hunger zu bekämpfen.;high;bekämpfen
"In 1962 -- prior to Lyndon Johnson's War on Poverty -- The ""Gray Areas Project"" was the first attempt to combat poverty across America.";03 Conflict;Enemy;poverty;;combat;poverty;Poverty;combat;War;2673820;1962 – vor Lyndon Johnsons Krieg gegen die Armut – war das „Gray Areas Project“ der erste Versuch, die Armut in ganz Amerika zu bekämpfen.;high;bekämpfen
Simple solutions like providing high-yield seeds, fertilizers, medicines, drinking wells, and materials to build school rooms and clinics are effectively combating extreme poverty and nourishing communities into a new age of health and opportunity.;03 Conflict;Enemy;poverty;;combating;poverty;Poverty;combating;War;1676377;Einfache Lösungen wie die Bereitstellung von ertragreichem Saatgut, Düngemitteln, Medikamenten, Trinkbrunnen und Materialien für den Bau von Schulräumen und Kliniken bekämpfen effektiv extreme Armut und führen Gemeinschaften in ein neues Zeitalter der Gesundheit und Chancen.;medium;bekämpfen
"Bruce Springsteen and Pete Seeger have recorded the folk classic ""Hobo's Lullaby"" for ""Give US Your Poor,"" a multi-artist CD devoted to fighting homelessness.";03 Conflict;Enemy;homelessness;;fighting;homelessness;Poverty;fighting;War;1958542;Bruce Springsteen und Pete Seeger haben den Folk-Klassiker „Hobo's Lullaby“ für „Give US Your Poor“ aufgenommen, eine Multi-Künstler-CD, die sich dem Kampf gegen Obdachlosigkeit widmet.;high;Kampf
The unexpected invasion of poverty into the suburbs has revealed a huge hole in the social safety net.;03 Conflict;Enemy;poverty;;invasion;poverty;Poverty;invasion;War;2378560;Die unerwartete Invasion der Armut in die Vorstädte hat ein riesiges Loch im sozialen Sicherheitsnetz offenbart.;high;Invasion
No amendment is 100% one way or another, and your gun team purposely creates a hyper stalemate to exacerbate the problem.;03 Conflict;Enemy/Side;your gun team;NA;team;gun;Guns;team;Game;NA;Keine Änderung ist auf die eine oder andere Weise 100%ig, und Ihr Waffenteam schafft absichtlich eine Hyperpattsituation, um das Problem zu verschärfen.;high;Waffenteam
Gun control can only fail as it lacks any principle it can use for success.;03 Conflict;Loser;Gun control;;fail;Gun control;Control of Guns;fail;Competition;2715567;Die Waffenkontrolle kann nur scheitern, da ihr jegliches Erfolgsprinzip fehlt.;high;scheitern
Immigration reform stalled, gun control failed, and the fall was bogged down by the rocky rollout of his signature Affordable Care Act.;03 Conflict;Loser;gun control;;failed;gun control;Control of Guns;failed;Competition;2429336;Die Einwanderungsreform geriet ins Stocken, die Waffenkontrolle scheiterte und der Sturz wurde durch die holprige Einführung seines Unterschriftengesetzes über erschwingliche Pflege festgefahren.;high;scheiterte
5 Reasons why gun control failed;03 Conflict;Loser;gun control;;failed;gun control;Control of Guns;failed;Competition;2521852;5 Gründe, warum die Waffenkontrolle versagt hat;high;versagt
If you've haven't yet read Ryan Lizza's crisp explanation of why gun control failed yesterday, please do so at your earliest convenience.;03 Conflict;Loser;gun control;;failed;gun control;Control of Guns;failed;Competition;2620567;Wenn Sie Ryan Lizzas klare Erklärung, warum die Waffenkontrolle gestern versagt hat, noch nicht gelesen haben, tun Sie dies bitte so bald wie möglich.;high;versagt
That may also be termed an 'IRG-failure,' the failure of the Internationally Recognised Government of the given state.;03 Conflict;Loser;government;;failure;Government;Government;failure;Competition;2666273;Dies kann auch als „IRG-Versagen“ bezeichnet werden, als Versagen der international anerkannten Regierung des jeweiligen Staates.;high;Versagen
And amid the deadly steaming jungles of Vietnam, the violent clash of democracy against the creeping threat of communism stalls as the war-torn People's Republic gives up its hungry dead.;03 Conflict;Loser;Republic;;gives up;Republic;Government;gives up;Competition;155319;Und inmitten des tödlich dampfenden Dschungels Vietnams stockt der gewaltsame Kampf der Demokratie gegen die schleichende Bedrohung durch den Kommunismus, während die vom Krieg zerrüttete Volksrepublik ihre hungrigen Toten aufgibt.;high;aufgibt
Guns Lose in Latest Poll : Americans are increasingly fed up with handgun epidemic June 07, 1993;03 Conflict;Loser;guns;;lose;Guns;Guns;Lose;Competition;3124556;Waffen verlieren in letzter Umfrage: Die Amerikaner haben die Handfeuerwaffen-Epidemie am 7. Juni 1993 zunehmend satt;high;verlieren
Nobody said that Democrats should lighten up or that gun control loses elections.;03 Conflict;Loser;gun control;;loses;gun control;Control of Guns;loses;Competition;3123369;Niemand hat gesagt, dass die Demokraten lockerer werden sollten oder dass die Waffenkontrolle Wahlen verliert.;high;verliert
"Two leading astrologers, Chris Brennan and Patrick Watson, in their article titled Prediction for the 2012 US Presidential Election published on April 29, 2012, said that ""both candidates go into important ""peak periods"" in the summer prior to the election, but that Romney begins a more difficult sub-period starting in mid-October, right before the second debate, ultimately resulting in the loss of the election in November.""";03 Conflict;Loser;election;;loss;election;Elections;loss;Competition;3118907;"Zwei führende Astrologen, Chris Brennan und Patrick Watson, sagten in ihrem am 29. April 2012 veröffentlichten Artikel mit dem Titel „Prognose für die US-Präsidentschaftswahl 2012“, dass „beide Kandidaten im Sommer vor der Wahl in wichtige „Spitzenzeiten“ gehen, aber das nicht Romney beginnt Mitte Oktober, kurz vor der zweiten Debatte, mit einer schwierigeren Unterperiode, die letztendlich zum Wahlverlust im November führt.""";low;Wahlverlust
Voluntary commitment never results in the loss of gun rights.;03 Conflict;Loser;gun rights;;loss;gun rights;Gun Rights;loss;Competition;2904065;Freiwilliges Engagement führt niemals zum Verlust des Waffenrechts.;high;Verlust
And While gun control may have lost out on federal law have you counted the number of state laws passed and bill still in progress.;03 Conflict;Loser;gun control;;lost;gun control;Control of Guns;lost;Competition;2745283;Und während die Waffenkontrolle möglicherweise das Bundesgesetz verloren hat, haben Sie die Anzahl der verabschiedeten Landesgesetze und der noch in Bearbeitung befindlichen Gesetzentwürfe gezählt.;high;verloren
Firstly, the loss of elections in Gagauzia does not imminently attract a major danger for quality of CPRM as dominant party in the Republic of Moldova.;03 Conflict;Loser;elections;;loss;elections;Elections;loss;Competition/Game;2661651;Erstens bringt der Wahlverlust in Gagausien nicht unmittelbar eine große Gefahr für die Qualität der CPRM als dominierende Partei in der Republik Moldau mit sich.;high;Wahlverlust
"CNN exit polls indicated that the economy was rated first (52% of voters) as the most important issue facing the country; gun control scored zero.";03 Conflict;Loser;gun control;;scored;gun control;Control of Guns;scored;Competition/Game;2620518;"Umfragen zum Austritt von CNN zeigten, dass die Wirtschaft an erster Stelle (52 % der Wähler) als das wichtigste Problem des Landes eingestuft wurde; Waffenkontrolle erzielte null Punkte.";low;erzielte
"Across the globe, free markets and trade have helped defeat poverty, and taught men and women the habits of liberty.""";03 Conflict;Loser;poverty;;defeat;poverty;Poverty;defeat;Competition/Game/Struggle;750880;"Auf der ganzen Welt haben freie Märkte und Handel dazu beigetragen, die Armut zu besiegen und Männern und Frauen die Gewohnheiten der Freiheit beigebracht.""";high;besiegen
Paul Koning says: January 4, 2013 at 4:25 pm Interestingly, the notorious Miller case, which is often mentioned as a defeat of gun rights (because it upheld the short barrel ban) has some good points -- one of which is that it specifically said that military style weapons are protected by the 2nd amendment.;03 Conflict;Loser;gun rights;;defeat;gun rights;Gun Rights;defeat;Competition/Game/War;3123688;Paul Koning sagt: 4. Januar 2013 um 16:25 Uhr Interessanterweise hat der berüchtigte Miller-Fall, der oft als Niederlage der Waffenrechte bezeichnet wird (weil er das Kurzlaufverbot aufrechterhielt), einige gute Punkte – einer davon ist dieser Es heißt ausdrücklich, dass Waffen im Militärstil durch die 2. Änderung geschützt sind.;high;geschützt
Their only purpose is to confuse and tire apathetic and defeated voters into staying away from the polls so the six incumbents and the anointed incumbent for Greig Smith's seat can eke out re-election despite the Council's grotesque failures on every level and its total loss of credibility.;03 Conflict;Loser;voters;;defeated;voters;Elections;defeated;Competition/Game/War;3119158;Ihr einziger Zweck ist es, apathische und besiegte Wähler zu verwirren und zu ermüden, damit sie sich von den Wahlen fernhalten, damit die sechs Amtsinhaber und der gesalbte Amtsinhaber für Greig Smiths Sitz trotz der grotesken Misserfolge des Rates auf allen Ebenen und seines totalen Glaubwürdigkeitsverlusts eine Wiederwahl durchstehen können .;high;besiegte
Gun control will never be defeated until gun control and it supporters are driven out to sea.;03 Conflict;Loser;Gun control;;defeated;Gun control;Control of Guns;defeated;Competition/Struggle;2891471;Die Waffenkontrolle wird niemals besiegt werden, bis die Waffenkontrolle und ihre Unterstützer aufs Meer hinausgetrieben sind.;high;besiegt
It was not a person the Occupy Wilmington group mourned, but what they call the downfall of democracy.;03 Conflict;Loser;democracy;;downfall;democracy;Democracy;downfall;Downward Movement/Struggle;761048;Es war nicht eine Person, um die die Gruppe Occupy Wilmington trauerte, sondern das, was sie den Untergang der Demokratie nennen.;high;Untergang
What gun control will not give up easily is its foot soldiers, its public influence.;03 Conflict;Loser;gun control;;give up;gun control;Control of Guns;give up;Emotion Experiencer;2664668;Was die Waffenkontrolle nicht so leicht aufgeben wird, sind ihre Fußsoldaten, ihr öffentlicher Einfluss.;high;aufgeben
Apart from the fact deluded firearm owners think gun control will just give up when they know very well that gun control will move mountains if they have to..... Closing thought: Owning a firearm will never protect you, being trained to use it effectively will.;03 Conflict;Loser;gun control;;give up;gun control;Control of Guns;give up;Emotion Experiencer;2735683;Abgesehen von der Tatsache, dass verblendete Waffenbesitzer glauben, dass die Waffenkontrolle einfach aufgeben wird, wenn sie sehr genau wissen, dass die Waffenkontrolle Berge versetzen wird, wenn sie müssen ... Schlussgedanke: Der Besitz einer Schusswaffe wird Sie niemals schützen, wenn Sie darauf trainiert sind, sie zu benutzen effektiv wird.;low;aufgeben
"It also seems absurd that they might work to stop a confiscation effort before it got started, since the only sentiment I've ever heard expressed here or elsewhere is ""gun control loses elections"".";03 Conflict;Loser;gun control;;loses;gun control;Control of Guns;loses;Game;2377489;Es erscheint auch absurd, dass sie daran arbeiten könnten, einen Beschlagnahmeversuch zu stoppen, bevor er begonnen hat, da die einzige Meinung, die ich je hier oder anderswo geäußert habe, lautet: „Waffenkontrolle verliert Wahlen“.;medium;verliert
Just look at the history of California and gun rights loss.;03 Conflict;Loser;gun rights;;loss;gun rights;Gun Rights;loss;Game;2377475;Schauen Sie sich nur die Geschichte Kaliforniens und den Verlust von Waffenrechten an.;high;Waffenrechten
Democracy won, and bureaucracy lost, said Nevadans for Sound Government attorney Joel Hansen, who praised the judge's ruling as historic for Nevada.;03 Conflict;Loser;bureaucracy;;lost;bureaucracy;Bureaucracy;lost;Game;2007447;Die Demokratie habe gewonnen und die Bürokratie verloren, sagte Joel Hansen, Rechtsanwalt von Nevadans for Sound Government, der die Entscheidung des Richters als historisch für Nevada lobte.;high;verloren
A tragedy for firearms (obviously), but also a tragedy for personal liberty, one of the key tenants of our country.;03 Conflict;Loser;firearms;;tragedy;firearms;Guns;tragedy;Natural Physical Force;2888791;Eine Tragödie für Schusswaffen (offensichtlich), aber auch eine Tragödie für die persönliche Freiheit, einen der wichtigsten Mieter unseres Landes.;meduim;Tragödie
A vote on Thursday fell one shy of bringing the bill up for debate, leaving only one day left for consideration.;03 Conflict;Loser;vote;;fell;vote;Elections;fell;Resource;2470673;Eine Abstimmung am Donnerstag blieb knapp davor, den Gesetzentwurf zur Debatte zu stellen, sodass nur noch ein Tag zur Prüfung übrig blieb.;medium;0
BHUTTO: I know that that's an argument that some of the supporters of the military regime say, that elections in Pakistan could give up a Hamas-type solution, but that's not what the polls show, that's not what the elections have shown.;03 Conflict;Loser;elections;;give up;elections;Elections;give up;Struggle;2900970;BHUTTO: Ich weiß, dass dies ein Argument ist, das einige der Unterstützer des Militärregimes sagen, dass die Wahlen in Pakistan eine Hamas-Lösung aufgeben könnten, aber das ist nicht das, was die Umfragen zeigen, das ist nicht das, was die Wahlen gezeigt haben.;high;aufgeben
Imagine not only the above but stir in the fact that you currently belong to, and are senior officials, of your political party and it is basically illegal for you to campaign for the overthrow of the government.;03 Conflict;Loser;government;;overthrow;government;Government;overthrow;Struggle;155947;Stellen Sie sich nicht nur das Obige vor, sondern rühren Sie auch die Tatsache ein, dass Sie derzeit Ihrer politischen Partei angehören und hochrangige Funktionäre sind, und dass es für Sie im Grunde illegal ist, sich für den Sturz der Regierung einzusetzen.;medium;Sturz
Modern Liberalism's many accomplishments, like the war on poverty that ended with the unconditional surrender of poverty, are just intimidating.;03 Conflict;Loser;poverty;;surrender;poverty;Poverty;surrender;Struggle;2378503;Die vielen Errungenschaften des modernen Liberalismus, wie der Krieg gegen die Armut, der mit der bedingungslosen Kapitulation der Armut endete, sind einfach einschüchternd.;high;Kapitulation
That alone is more than enough to reverse and defeat gun control.;03 Conflict;Loser;gun control;;defeat;gun control;Control of Guns;defeat;Struggle/War;2160248;Das allein ist mehr als genug, um die Waffenkontrolle umzukehren und zu besiegen.;high;besiegen
"The Money and the Power asks, in fact, whether the ""national surrender of democracy to oligarchy--the submission to house rules, as they might put it on the Strip""--has gone on too long to be reversed.";03 Conflict;Loser;democracy;;surrender;democracy;Democracy;surrender;Struggle/War;761243;The Money and the Power fragt tatsächlich, ob die „nationale Übergabe der Demokratie an die Oligarchie – die Unterwerfung unter die Hausordnung, wie sie es auf dem Strip ausdrücken würden“ – zu lange gedauert hat, um rückgängig gemacht zu werden.;high;Übergabe
It completely glosses over the abject surrender of government from the policy making exercise.;03 Conflict;Loser;government;;surrender;government;Government;surrender;War;3120605;Es beschönigt vollständig die erbärmliche Kapitulation der Regierung von der Politikgestaltung.;high;Kapitulation
Benazir Bhutto may have been killed by terrorists, but the terrorists must not be allowed to kill democracy in Pakistan, said British Prime Minister Gordon Brown.;03 Conflict;Side;democracy;;kill;democracy;Democracy;kill;Animal;2659623;Benazir Bhutto sei zwar von Terroristen getötet worden, aber den Terroristen dürfe nicht erlaubt werden, die Demokratie in Pakistan zu töten, sagte der britische Premierminister Gordon Brown.;high;Töten
Using data to challenge the government, the percentage of funds arriving at Ugandan schools eventually rose to 90 percent, with a typical school headmaster printing data and posting on the school door, to meet parental demands.;03 Conflict;Side;government;;challenge;government;Government;challenge;Competition;2671823;Unter Verwendung von Daten, um die Regierung herauszufordern, stieg der Prozentsatz der Gelder, die an ugandischen Schulen ankamen, schließlich auf 90 Prozent, wobei ein typischer Schulleiter Daten ausdruckte und an der Schultür aushängte, um die Forderungen der Eltern zu erfüllen.;high;herauszufordern
"In no way do our efforts challenge the right to bear arms.""";03 Conflict;Side;the right to bear arms;;challenge;the right to bear arms;Gun Rights;challenge;Competition;2660233;"Unsere Bemühungen stellen in keiner Weise das Recht auf das Tragen von Waffen in Frage.""";high;stellen
Everything changed in the 1970s when conservative groups challenged gun control and overturned laws in state legislatures, giving the Second Amendment a new interpretation considered by liberals and conservatives alike to be one of the biggest pieces of fraud on the American public.;03 Conflict;Side;gun control;;challenged;gun control;Control of Guns;challenged;Competition;2377006;Alles änderte sich in den 1970er Jahren, als konservative Gruppen die Waffenkontrolle in Frage stellten und Gesetze in den gesetzgebenden Körperschaften der Bundesstaaten aufhoben, wodurch der zweite Verfassungszusatz eine neue Interpretation erhielt, die von Liberalen und Konservativen gleichermaßen als einer der größten Betrugsversuche an der amerikanischen Öffentlichkeit angesehen wurde.;high;stellten
Environmental activists have challenged the government on hydroelectric and other infrastructure projects, intellectuals have submitted petitions criticizing authoritarian policies, and rural farmers are forming associations to protect their collective interests.;03 Conflict;Side;government;;challenged;government;Government;challenged;Competition;2665393;Umweltaktivisten haben die Regierung wegen Wasserkraft- und anderen Infrastrukturprojekten herausgefordert, Intellektuelle haben Petitionen eingereicht, in denen sie autoritäre Politik kritisieren, und Bauern auf dem Land gründen Vereinigungen, um ihre gemeinsamen Interessen zu schützen.;high;herausgefordert
Socialist parties also challenged governments, particularly during the Great Depression, to tackle the inequalities that were still widespread in democratic and wealthy nations.;03 Conflict;Side;governments;;challenged;governments;Government;challenged;Competition;2662164;Sozialistische Parteien forderten auch die Regierungen auf, insbesondere während der Weltwirtschaftskrise, die Ungleichheiten anzugehen, die in demokratischen und wohlhabenden Ländern immer noch weit verbreitet waren.;high;forderten
And if there is to be no top armament level, can your guns compete with a howitzer?;03 Conflict;Side;guns;[side] compete;compete;guns;Guns;compete;Competition;2377007;Und wenn es keine Top-Rüstungsstufe geben soll, können Ihre Geschütze mit einer Haubitze mithalten?;high;mithalten
And if there is to be no top armament level, can your guns compete with a howitzer?;03 Conflict;Side;howitzer;compete with [side];compete with;guns;Guns;compete;Competition;2377007;Und wenn es keine Top-Rüstungsstufe geben soll, können Ihre Geschütze mit einer Haubitze mithalten?;high;mithalten
