words,labels,contexts,pos
nezávislý,0,group_12,ADJ
",",0,group_12,PUNCT
a,0,group_12,CCONJ
blahopřeji,0,group_12,VERB
obyvatelům,0,group_12,NOUN
jižního,0,group_12,ADJ
Súdánu,0,group_12,PROPN
k,1,group_12,ADP
tomu,0,group_12,DET
",",0,group_12,PUNCT
že,0,group_12,SCONJ
toho,0,group_12,DET
dosáhli,1,group_12,VERB
.,1,group_12,PUNCT
Jak,0,group_12,SCONJ
před,1,group_12,ADP
chvílí,0,group_12,NOUN
řekl,0,group_12,VERB
pan,0,group_12,NOUN
kolega,0,group_12,NOUN
poslanec,0,group_12,NOUN
Goerens,0,group_12,PROPN
",",0,group_12,PUNCT
jenž,0,group_12,PRON
byl,0,group_12,AUX
tak,0,group_12,ADV
laskav,0,group_12,ADJ
a,0,group_12,CCONJ
obrátil,1,group_12,VERB
se,0,group_12,PRON
při,1,group_12,ADP
této,0,group_12,DET
příležitosti,0,group_12,NOUN
na,1,group_12,ADP
mne,0,group_12,PRON
",",0,group_12,PUNCT
lidé,0,group_12,NOUN
mohou,0,group_12,VERB
mít,1,group_12,VERB
právo,0,group_12,NOUN
na,1,group_12,ADP
to,0,group_12,DET
",",0,group_12,PUNCT
aby,0,group_12,_
nemuseli,0,group_12,VERB
žít,0,group_12,VERB
podle,1,group_12,ADP
práva,0,group_12,NOUN
šaría,0,group_12,NOUN
.,0,group_12,PUNCT
Jejich,0,group_12,DET
právo,0,group_12,NOUN
musíme,0,group_12,VERB
ctít,0,group_12,VERB
.,0,group_12,PUNCT
Musím,0,group_12,VERB
nicméně,0,group_12,CCONJ
také,0,group_12,ADV
podotknout,0,group_12,VERB
",",0,group_12,PUNCT
že,0,group_12,SCONJ
jen,0,group_12,ADV
někteří,0,group_12,DET
mají,1,group_12,VERB
to,0,group_12,DET
štěstí,0,group_12,NOUN
",",0,group_12,PUNCT
že,0,group_12,SCONJ
dostanou,1,group_12,VERB
možnost,0,group_12,NOUN
získat,1,group_12,VERB
právo,0,group_12,NOUN
na,1,group_12,ADP
takovou,0,group_12,DET
svobodu,0,group_12,NOUN
.,0,group_12,PUNCT
Obyvatelé,0,group_12,NOUN
nedalekého,0,group_12,ADJ
Somálijska,0,group_12,PROPN
tuto,0,group_12,DET
možnost,0,group_12,NOUN
nemají,1,group_12,VERB
.,1,group_12,PUNCT
Přál,0,group_12,VERB
bych,0,group_12,AUX
si,0,group_12,PRON
",",0,group_12,PUNCT
abychom,0,group_12,_
přehodnotili,1,group_12,VERB
naši,0,group_12,DET
politiku,0,group_12,NOUN
",",0,group_12,PUNCT
která,0,group_12,DET
se,0,group_12,PRON
až,1,group_12,PART
dosud,0,group_12,ADV
vyznačovala,1,group_12,VERB
tím,0,group_12,DET
",",0,group_12,PUNCT
že,0,group_12,SCONJ
jsme,0,group_12,AUX
neuznávali,0,group_12,VERB
úsilí,0,group_12,NOUN
obyvatel,0,group_12,NOUN
Somálijské,0,group_12,ADJ
republiky,0,group_12,NOUN
",",0,group_12,PUNCT
kteří,0,group_12,DET
v,0,group_12,ADP
této,0,group_12,DET
oblasti,0,group_12,NOUN
vytvořili,0,group_12,VERB
nezávislý,0,group_12,ADJ
a,0,group_12,CCONJ
demokratický,0,group_12,ADJ
muslimský,0,group_12,ADJ
stát,0,group_12,NOUN
",",0,group_12,PUNCT
k,1,group_12,ADP
němuž,0,group_12,PRON
se,0,group_12,PRON
však,0,group_12,CCONJ
chováme,0,group_12,VERB
",",0,group_12,PUNCT
jako,0,group_12,SCONJ
by,0,group_12,AUX
neexistoval,1,group_12,VERB
.,1,group_12,PUNCT
Pane,0,group_12,NOUN
předsedající,0,group_12,ADJ
",",0,group_12,PUNCT
co,0,group_12,PRON
se,0,group_12,PRON
týče,0,group_12,VERB
jižního,0,group_12,ADJ
Súdánu,0,group_12,PROPN
",",0,group_12,PUNCT
chtěl,0,group_12,VERB
bych,0,group_12,AUX
se,0,group_12,PRON
také,0,group_12,ADV
dotknout,1,group_12,VERB
stavu,0,group_12,NOUN
této,0,group_12,DET
země,0,group_12,NOUN
.,0,group_12,PUNCT
Jižní,0,group_12,ADJ
Súdán,0,group_12,PROPN
je,0,group_12,AUX
stále,0,group_12,ADV
nejchudší,0,group_12,ADJ
zemí,0,group_12,NOUN
v,0,group_12,ADP
Africe,0,group_12,PROPN
",",0,group_12,PUNCT
a,0,group_12,CCONJ
to,0,group_12,PART
i,0,group_12,CCONJ
navzdory,0,group_12,ADP
tomu,0,group_12,DET
",",0,group_12,PUNCT
že,0,group_12,SCONJ
v,1,group_12,ADP
posledních,0,group_12,ADJ
pěti,0,group_12,NUM
letech,0,group_12,NOUN
mohl,1,group_12,VERB
využívat,1,group_12,VERB
přístupu,1,group_12,NOUN
k,1,group_12,ADP
polovině,0,group_12,NOUN
ropných,0,group_12,ADJ
zdrojů,0,group_12,NOUN
celého,0,group_12,ADJ
Súdánu,0,group_12,PROPN
.,0,group_12,PUNCT
Vidím,1,group_12,VERB
zde,1,group_12,ADV
do,1,group_12,ADP
očí,1,group_12,NOUN
bijící,1,group_12,ADJ
zaostalost,0,group_12,NOUN
",",0,group_12,PUNCT
která,0,group_12,DET
byla,0,group_12,AUX
dosud,0,group_12,ADV
dána,0,group_12,ADJ
přehlížením,0,group_12,NOUN
a,0,group_12,CCONJ
nezájmem,0,group_12,NOUN
ze,1,group_12,ADP
strany,1,group_12,NOUN
Chartúmu,0,group_12,PROPN
.,0,group_12,PUNCT
Byl,0,group_12,AUX
bych,0,group_12,AUX
však,0,group_12,CCONJ
rád,0,group_12,ADJ
",",0,group_12,PUNCT
kdyby,0,group_12,_
Evropská,0,group_12,ADJ
unie,0,group_12,NOUN
od,1,group_12,ADP
nynějška,0,group_12,NOUN
kladla,1,group_12,VERB
důraz,0,group_12,NOUN
na,1,group_12,ADP
to,0,group_12,DET
",",0,group_12,PUNCT
že,0,group_12,SCONJ
tato,0,group_12,DET
země,0,group_12,NOUN
potřebuje,1,group_12,VERB
správu,0,group_12,NOUN
a,0,group_12,CCONJ
rozvoj,0,group_12,NOUN
",",0,group_12,PUNCT
a,0,group_12,CCONJ
nepomáhala,0,group_12,VERB
financovat,0,group_12,VERB
zaostalost,0,group_12,NOUN
",",0,group_12,PUNCT
která,0,group_12,DET
se,0,group_12,PRON
tak,0,group_12,ADV
snadno,0,group_12,ADV
může,0,group_12,VERB
v,1,group_12,ADP
budoucnu,0,group_12,NOUN
v,0,group_12,ADP
jižním,0,group_12,ADJ
Súdánu,0,group_12,PROPN
rozmoci,0,group_12,VERB
.,0,group_12,PUNCT
Pane,0,group_12,NOUN
předsedající,0,group_12,ADJ
",",0,group_12,PUNCT
v,1,group_12,ADP
dnešní,0,group_12,ADJ
rozpravě,0,group_12,NOUN
bychom,0,group_12,AUX
měli,0,group_12,VERB
odolat,1,group_12,VERB
pokušení,1,group_12,NOUN
přehnaného,0,group_12,ADJ
optimismu,0,group_12,NOUN
.,0,group_12,PUNCT
Předpovědi,0,group_12,NOUN
dalšího,0,group_12,ADJ
dění,0,group_12,NOUN
v,0,group_12,ADP
Súdánu,0,group_12,PROPN
jsou,0,group_12,AUX
jen,0,group_12,ADV
věštěním,1,group_12,NOUN
z,1,group_12,ADP
křišťálové,1,group_12,ADJ
koule,1,group_12,NOUN
.,1,group_12,PUNCT
I,0,group_12,CCONJ
přes,1,group_12,ADP
všechny,0,group_12,DET
naděje,0,group_12,NOUN
",",0,group_12,PUNCT
které,0,group_12,DET
vzkřísilo,1,group_12,VERB
nedávné,0,group_12,ADJ
referendum,0,group_12,NOUN
",",0,group_12,PUNCT
bychom,0,group_12,AUX
neměli,0,group_12,VERB
předpokládat,0,group_12,VERB
",",0,group_12,PUNCT
že,0,group_12,SCONJ
tato,0,group_12,DET
záležitost,0,group_12,NOUN
je,0,group_12,AUX
již,0,group_12,ADV
vyřešena,0,group_12,ADJ
.,0,group_12,PUNCT
To,0,group_12,DET
zdaleka,0,group_12,ADV
není,0,group_12,AUX
1,0,group_12,NUM
a,0,group_12,CCONJ
nikdo,0,group_12,PRON
zatím,0,group_12,ADV
neví,0,group_12,VERB
",",0,group_12,PUNCT
zda,0,group_12,SCONJ
bude,0,group_12,AUX
země,0,group_12,NOUN
v,1,group_12,ADP
souladu,1,group_12,NOUN
s,1,group_12,ADP
vůlí,0,group_12,NOUN
obyvatelstva,0,group_12,NOUN
jihu,0,group_12,NOUN
rozdělena,0,group_12,ADJ
.,0,group_12,PUNCT
Další,0,group_12,ADJ
problém,0,group_12,NOUN
spočívá,1,group_12,VERB
v,1,group_12,ADP
tom,0,group_12,DET
",",0,group_12,PUNCT
že,0,group_12,SCONJ
jižní,0,group_12,ADJ
část,0,group_12,NOUN
země,0,group_12,NOUN
v,1,group_12,ADP
současnosti,0,group_12,NOUN
sjednocuje,1,group_12,VERB
odpor,0,group_12,NOUN
k,1,group_12,ADP
muslimskému,0,group_12,ADJ
severu,0,group_12,NOUN
.,0,group_12,PUNCT
Až,0,group_12,SCONJ
tato,0,group_12,DET
zášť,0,group_12,NOUN
vyprchá,1,group_12,VERB
a,0,group_12,CCONJ
nadejde,1,group_12,VERB
čas,0,group_12,NOUN
budovat,1,group_12,VERB
státní,0,group_12,ADJ
instituce,0,group_12,NOUN
",",0,group_12,PUNCT
hned,0,group_12,ADV
bude,0,group_12,AUX
patrná,0,group_12,ADJ
křehká,1,group_12,ADJ
rovnováha,0,group_12,NOUN
mezi,1,group_12,ADP
třemi,0,group_12,NUM
kulturně,0,group_12,ADV
a,0,group_12,CCONJ
jazykově,0,group_12,ADV
odlišnými,0,group_12,ADJ
kmeny,0,group_12,NOUN
.,0,group_12,PUNCT
Tato,0,group_12,DET
otázka,1,group_12,NOUN
bude,0,group_12,AUX
mít,1,group_12,VERB
velký,0,group_12,ADJ
význam,0,group_12,NOUN
a,0,group_12,CCONJ
měli,0,group_12,VERB
bychom,0,group_12,AUX
jí,0,group_12,PRON
již,0,group_12,ADV
teď,0,group_12,ADV
věnovat,1,group_12,VERB
pozornost,0,group_12,NOUN
.,0,group_12,PUNCT
Další,0,group_12,ADJ
otázka,0,group_12,NOUN
",",0,group_12,PUNCT
kterou,0,group_12,DET
si,0,group_12,PRON
musíme,0,group_12,VERB
položit,1,group_12,VERB
a,0,group_12,CCONJ
najít,1,group_12,VERB
na,1,group_12,ADP
ni,0,group_12,PRON
odpověď,0,group_12,NOUN
",",0,group_12,PUNCT
zní,1,group_12,VERB
takto,0,group_12,ADV
:,0,group_12,PUNCT
proč,0,group_12,ADV
je,0,group_12,AUX
nyní,0,group_12,ADV
reálná,0,group_12,ADJ
naděje,0,group_12,NOUN
na,1,group_12,ADP
mírové,0,group_12,ADJ
ukončení,0,group_12,NOUN
konfliktu,0,group_12,NOUN
",",0,group_12,PUNCT
který,0,group_12,DET
trval,0,group_12,VERB
půl,0,group_12,NUM
století,0,group_12,NOUN
?,0,group_12,PUNCT
Odpověď,0,group_12,NOUN
je,0,group_12,AUX
zřejmá,0,group_12,ADJ
:,0,group_12,PUNCT
kvůli,0,group_12,ADP
ropě,0,group_12,NOUN
.,0,group_12,PUNCT
Velké,0,group_12,ADJ
zahraniční,0,group_12,ADJ
podniky,0,group_12,NOUN
",",0,group_12,PUNCT
bez,0,group_12,ADP
nichž,0,group_12,PRON
taková,0,group_12,DET
chudá,0,group_12,ADJ
země,0,group_12,NOUN
není,0,group_12,AUX
schopna,1,group_12,ADJ
těžit,0,group_12,VERB
ropu,0,group_12,NOUN
",",0,group_12,PUNCT
a,0,group_12,CCONJ
představitelé,0,group_12,NOUN
obou,0,group_12,NUM
částí,0,group_12,NOUN
země,0,group_12,NOUN
zavětřili,1,group_12,VERB
vůni,1,group_12,NOUN
petrodolarů,0,group_12,NOUN
.,0,group_12,PUNCT
Doufejme,0,group_12,VERB
",",0,group_12,PUNCT
že,0,group_12,SCONJ
nás,0,group_12,PRON
nezaslepí,1,group_12,VERB
chamtivost,0,group_12,NOUN
a,0,group_12,CCONJ
že,0,group_12,SCONJ
naše,0,group_12,DET
touha,0,group_12,NOUN
pomáhat,0,group_12,VERB
postačí,0,group_12,VERB
nejen,0,group_12,ADV
na,1,group_12,ADP
to,0,group_12,DET
",",0,group_12,PUNCT
abychom,0,group_12,_
poskytovali,0,group_12,VERB
finanční,0,group_12,ADJ
prostředky,0,group_12,NOUN
na,1,group_12,ADP
budování,1,group_12,NOUN
státu,0,group_12,NOUN
",",0,group_12,PUNCT
ale,0,group_12,CCONJ
dovolí,1,group_12,VERB
nám,0,group_12,PRON
také,0,group_12,ADV
realizovat,0,group_12,VERB
programy,0,group_12,NOUN
",",0,group_12,PUNCT
z,1,group_12,ADP
nichž,0,group_12,PRON
bude,0,group_12,AUX
mít,0,group_12,VERB
prospěch,0,group_12,NOUN
společnost,0,group_12,NOUN
.,0,group_12,PUNCT
Pane,0,group_12,NOUN
předsedající,0,group_12,ADJ
",",0,group_12,PUNCT
před,1,group_12,ADP
referendem,0,group_12,NOUN
jsme,0,group_12,AUX
měli,1,group_12,VERB
velké,0,group_12,ADJ
obavy,0,group_12,NOUN
z,1,group_12,ADP
průvodních,0,group_12,ADJ
nepokojů,0,group_12,NOUN
a,0,group_12,CCONJ
jsem,0,group_12,AUX
ráda,0,group_12,ADJ
",",0,group_12,PUNCT
že,0,group_12,SCONJ
referendum,0,group_12,NOUN
proběhlo,1,group_12,VERB
pokojně,0,group_12,ADV
a,0,group_12,CCONJ
bylo,0,group_12,AUX
platné,0,group_12,ADJ
.,0,group_12,PUNCT
Je,0,group_12,AUX
však,0,group_12,CCONJ
nutné,0,group_12,ADJ
zajistit,0,group_12,VERB
",",0,group_12,PUNCT
jak,0,group_12,ADV
řekla,0,group_12,VERB
baronka,0,group_12,NOUN
Ashtonová,0,group_12,PROPN
",",0,group_12,PUNCT
aby,0,group_12,_
se,0,group_12,PRON
konalo,0,group_12,VERB
dodatečné,0,group_12,ADJ
řádné,0,group_12,ADJ
referendum,0,group_12,NOUN
v,0,group_12,ADP
Abyei,0,group_12,PROPN
",",0,group_12,PUNCT
ale,0,group_12,CCONJ
také,0,group_12,ADV
v,0,group_12,ADP
oblasti,0,group_12,NOUN
",",0,group_12,PUNCT
v,0,group_12,ADP
níž,0,group_12,PRON
se,0,group_12,PRON
nachází,0,group_12,VERB
ropa,0,group_12,NOUN
.,0,group_12,PUNCT
Pozorovatelská,0,group_12,ADJ
mise,0,group_12,NOUN
Evropského,0,group_12,ADJ
parlamentu,0,group_12,NOUN
bude,0,group_12,AUX
zapotřebí,0,group_12,ADV
i,0,group_12,CCONJ
při,1,group_12,ADP
tomto,0,group_12,DET
dodatečném,0,group_12,ADJ
hlasování,0,group_12,NOUN
.,0,group_12,PUNCT
I,0,group_12,CCONJ
po,1,group_12,ADP
vyhlášení,1,group_12,NOUN
nezávislosti,0,group_12,NOUN
zůstane,0,group_12,VERB
jižní,0,group_12,ADJ
Súdán,0,group_12,PROPN
jednou,0,group_12,NUM
z,1,group_12,ADP
nejchudších,0,group_12,ADJ
zemí,0,group_12,NOUN
na,1,group_12,ADP
světě,0,group_12,NOUN
.,0,group_12,PUNCT
V,0,group_12,ADP
oblasti,0,group_12,NOUN
působí,1,group_12,VERB
mnohé,0,group_12,ADJ
slovenské,0,group_12,ADJ
nevládní,0,group_12,ADJ
organizace,0,group_12,NOUN
a,0,group_12,CCONJ
je,0,group_12,AUX
důležité,0,group_12,ADJ
",",0,group_12,PUNCT
aby,0,group_12,_
měly,0,group_12,VERB
potřebné,0,group_12,ADJ
podmínky,0,group_12,NOUN
pro,1,group_12,ADP
svou,0,group_12,DET
práci,0,group_12,NOUN
.,0,group_12,PUNCT
Kdyby,0,group_3,_
někdo,0,group_3,PRON
uspořádal,1,group_3,VERB
atletické,0,group_3,ADJ
přebory,0,group_3,NOUN
mezi,1,group_3,ADP
opicemi,0,group_3,NOUN
",",0,group_3,PUNCT
sešla,1,group_3,VERB
by,1,group_3,AUX
se,1,group_3,PRON
na,0,group_3,ADP
stupních,1,group_3,NOUN
vítězů,0,group_3,NOUN
různých,0,group_3,ADJ
disciplín,0,group_3,NOUN
docela,0,group_3,ADV
pestrá,1,group_3,ADJ
škála,1,group_3,NOUN
druhů,0,group_3,NOUN
.,0,group_3,PUNCT
Většina,0,group_3,NOUN
opic,0,group_3,NOUN
„,1,group_3,PUNCT
trénuje,1,group_3,VERB
“,1,group_3,PUNCT
jen,0,group_3,ADV
jednu,0,group_3,NUM
disciplínu,0,group_3,NOUN
.,0,group_3,PUNCT
Někteří,0,group_3,DET
opičí,0,group_3,ADJ
atleti,1,group_3,NOUN
jsou,0,group_3,AUX
např,0,group_3,PART
.,0,group_3,PUNCT
výborní,0,group_3,ADJ
sprinteři,1,group_3,NOUN
",",1,group_3,PUNCT
ale,0,group_3,CCONJ
skoky,0,group_3,NOUN
do,1,group_3,ADP
dálky,0,group_3,NOUN
či,0,group_3,CCONJ
plavání,0,group_3,NOUN
jim,0,group_3,PRON
moc,0,group_3,ADV
nejde,0,group_3,VERB
.,0,group_3,PUNCT
Každý,0,group_3,DET
druh,0,group_3,NOUN
totiž,0,group_3,CCONJ
trénuje,1,group_3,VERB
jen,0,group_3,ADV
to,0,group_3,DET
",",0,group_3,PUNCT
co,0,group_3,PRON
ve,0,group_3,ADP
svém,0,group_3,DET
prostředí,0,group_3,NOUN
nutně,0,group_3,ADV
potřebuje,0,group_3,VERB
k,1,group_3,ADP
přežití,0,group_3,NOUN
.,0,group_3,PUNCT
V,1,group_3,ADP
tom,0,group_3,DET
pak,0,group_3,ADV
ale,0,group_3,CCONJ
dosahuje,1,group_3,VERB
vynikajících,0,group_3,ADJ
výsledků,0,group_3,NOUN
.,0,group_3,PUNCT
Sprintem,0,group_3,NOUN
do,1,group_3,ADP
bezpečí,0,group_3,NOUN
.,0,group_3,PUNCT
Za,1,group_3,ADP
královskou,1,group_3,ADJ
disciplínu,0,group_3,NOUN
se,0,group_3,PRON
v,1,group_3,ADP
atletice,0,group_3,NOUN
považuje,0,group_3,VERB
sprint,0,group_3,NOUN
.,0,group_3,PUNCT
I,0,group_3,CCONJ
když,0,group_3,SCONJ
by,0,group_3,AUX
se,1,group_3,PRON
mohlo,0,group_3,VERB
zdát,1,group_3,VERB
",",1,group_3,PUNCT
že,0,group_3,SCONJ
převážně,0,group_3,ADV
stromové,0,group_3,ADJ
opice,0,group_3,NOUN
moc,0,group_3,ADV
dobří,0,group_3,ADJ
běžci,0,group_3,NOUN
nebudou,0,group_3,AUX
",",0,group_3,PUNCT
opak,0,group_3,NOUN
je,0,group_3,AUX
pravdou,0,group_3,NOUN
.,0,group_3,PUNCT
V,0,group_3,ADP
savanách,0,group_3,NOUN
subsaharské,0,group_3,ADJ
Afriky,0,group_3,PROPN
žije,1,group_3,VERB
kočkodan,0,group_3,NOUN
",",0,group_3,PUNCT
který,0,group_3,DET
díky,0,group_3,ADP
svému,0,group_3,DET
„,1,group_3,PUNCT
kníru,1,group_3,NOUN
“,1,group_3,PUNCT
dostal,0,group_3,VERB
jméno,0,group_3,NOUN
husarský,0,group_3,ADJ
(,0,group_3,PUNCT
Erythrocebus,0,group_3,X
patas,0,group_3,X
),0,group_3,PUNCT
.,0,group_3,PUNCT
V,0,group_3,ADP
jeho,0,group_3,DET
domovině,0,group_3,NOUN
moc,0,group_3,ADV
stromů,0,group_3,NOUN
neroste,0,group_3,VERB
",",0,group_3,PUNCT
během,0,group_3,ADP
dne,0,group_3,NOUN
se,0,group_3,PRON
proto,0,group_3,CCONJ
pohybuje,0,group_3,VERB
převážně,0,group_3,ADV
na,0,group_3,ADP
zemi,0,group_3,NOUN
a,0,group_3,CCONJ
na,0,group_3,ADP
stromy,0,group_3,NOUN
se,0,group_3,PRON
uchyluje,0,group_3,VERB
jen,0,group_3,ADV
na,1,group_3,ADP
noc,0,group_3,NOUN
.,0,group_3,PUNCT
Na,0,group_3,ADP
stromech,0,group_3,NOUN
nehledá,0,group_3,VERB
ani,0,group_3,CCONJ
bezpečí,0,group_3,NOUN
před,1,group_3,ADP
nepřáteli,0,group_3,NOUN
a,0,group_3,CCONJ
dává,1,group_3,VERB
přednost,0,group_3,NOUN
rychlému,0,group_3,ADJ
útěku,0,group_3,NOUN
po,0,group_3,ADP
zemi,0,group_3,NOUN
.,0,group_3,PUNCT
Dokáže,1,group_3,VERB
přitom,0,group_3,ADV
vyvinout,1,group_3,VERB
rychlost,0,group_3,NOUN
až,0,group_3,PART
55,0,group_3,NUM
km,0,group_3,NOUN
/,0,group_3,PUNCT
hod,0,group_3,NOUN
.,0,group_3,PUNCT
Žádná,0,group_3,DET
jiná,0,group_3,ADJ
opice,0,group_3,NOUN
tak,0,group_3,ADV
rychle,0,group_3,ADV
běhat,0,group_3,VERB
neumí,0,group_3,VERB
",",0,group_3,PUNCT
kočkodan,0,group_3,NOUN
husarský,0,group_3,ADJ
je,0,group_3,AUX
proto,0,group_3,CCONJ
držitelem,0,group_3,NOUN
rychlostního,0,group_3,ADJ
rekordu,0,group_3,NOUN
opičích,0,group_3,ADJ
atletů,1,group_3,NOUN
.,1,group_3,PUNCT
Rekord,0,group_3,NOUN
bez,1,group_3,ADP
rozběhu,0,group_3,NOUN
.,0,group_3,PUNCT
Oblíbenou,0,group_3,ADJ
disciplínou,0,group_3,NOUN
mezi,1,group_3,ADP
opicemi,0,group_3,NOUN
je,0,group_3,AUX
skok,0,group_3,NOUN
do,1,group_3,ADP
dálky,0,group_3,NOUN
.,0,group_3,PUNCT
Málokterá,0,group_3,DET
má,0,group_3,VERB
ale,0,group_3,CCONJ
tak,0,group_3,ADV
čistý,1,group_3,ADJ
styl,0,group_3,NOUN
",",0,group_3,PUNCT
jako,0,group_3,SCONJ
madagaskarský,0,group_3,ADJ
indri,0,group_3,NOUN
(,0,group_3,PUNCT
Indri,0,group_3,X
indri,0,group_3,X
),0,group_3,PUNCT
.,0,group_3,PUNCT
Ten,0,group_3,DET
se,0,group_3,PRON
odráží,0,group_3,VERB
jako,0,group_3,SCONJ
lidé,0,group_3,NOUN
pouze,0,group_3,ADV
zadními,0,group_3,ADJ
končetinami,0,group_3,NOUN
a,0,group_3,CCONJ
během,0,group_3,ADP
skoku,0,group_3,NOUN
drží,0,group_3,VERB
tělo,0,group_3,NOUN
vzpřímeně,0,group_3,ADV
.,0,group_3,PUNCT
Zadní,0,group_3,ADJ
končetiny,0,group_3,NOUN
má,0,group_3,VERB
mimořádně,0,group_3,ADV
silné,0,group_3,ADJ
",",0,group_3,PUNCT
jejich,0,group_3,DET
mohutný,0,group_3,ADJ
odraz,0,group_3,NOUN
ho,0,group_3,PRON
snadno,0,group_3,ADV
přenese,1,group_3,VERB
až,0,group_3,PART
na,1,group_3,ADP
vzdálenost,0,group_3,NOUN
10,0,group_3,NUM
m,0,group_3,NOUN
.,0,group_3,PUNCT
A,0,group_3,CCONJ
protože,0,group_3,SCONJ
se,0,group_3,PRON
tento,0,group_3,DET
rekordní,0,group_3,ADJ
výkon,1,group_3,NOUN
odehrává,0,group_3,VERB
vysoko,0,group_3,ADV
v,0,group_3,ADP
korunách,1,group_3,NOUN
stromů,0,group_3,NOUN
",",0,group_3,PUNCT
kde,0,group_3,ADV
indri,0,group_3,NOUN
překonává,1,group_3,VERB
vzdálenost,0,group_3,NOUN
mezi,0,group_3,ADP
dvěma,0,group_3,NUM
kmeny,0,group_3,NOUN
",",0,group_3,PUNCT
nemůže,0,group_3,VERB
se,0,group_3,PRON
rozběhnout,0,group_3,VERB
.,0,group_3,PUNCT
Celý,0,group_3,ADJ
ten,0,group_3,DET
desetimetrový,0,group_3,ADJ
skok,0,group_3,NOUN
zvládne,0,group_3,VERB
odrazem,0,group_3,NOUN
z,0,group_3,ADP
místa,0,group_3,NOUN
!,0,group_3,PUNCT
Kdoví,0,group_3,PART
",",0,group_3,PUNCT
kam,0,group_3,ADV
až,0,group_3,PART
by,0,group_3,AUX
doskočil,0,group_3,VERB
",",0,group_3,PUNCT
kdyby,0,group_3,_
skákal,0,group_3,VERB
s,1,group_3,ADP
rozběhem,0,group_3,NOUN
.,0,group_3,PUNCT
Neuvěřitelné,0,group_3,ADJ
výkony,1,group_3,NOUN
opic,0,group_3,NOUN
.,0,group_3,PUNCT
Posilování,0,group_3,NOUN
s,0,group_3,ADP
kamenem,0,group_3,NOUN
.,0,group_3,PUNCT
Vzpěrač,0,group_3,NOUN
musí,0,group_3,VERB
mít,0,group_3,VERB
nejen,0,group_3,ADV
silné,0,group_3,ADJ
paže,0,group_3,NOUN
",",0,group_3,PUNCT
ale,0,group_3,CCONJ
i,0,group_3,CCONJ
nohy,0,group_3,NOUN
a,0,group_3,CCONJ
svalnatá,0,group_3,ADJ
záda,0,group_3,NOUN
",",0,group_3,PUNCT
s,1,group_3,ADP
jejichž,0,group_3,DET
pomocí,0,group_3,NOUN
zdvihá,0,group_3,VERB
zátěž,0,group_3,NOUN
nad,0,group_3,ADP
hlavu,0,group_3,NOUN
.,0,group_3,PUNCT
Přesně,0,group_3,ADV
takto,0,group_3,ADV
vypadají,0,group_3,VERB
opičí,0,group_3,ADJ
vzpěrači,1,group_3,NOUN
malpy,0,group_3,NOUN
pruhohřbeté,0,group_3,ADJ
(,0,group_3,PUNCT
Sapajus,0,group_3,X
libidinosus,0,group_3,X
),0,group_3,PUNCT
.,0,group_3,PUNCT
Až,0,group_3,PART
na,1,group_3,ADP
drobný,0,group_3,ADJ
rozdíl,0,group_3,NOUN
-,0,group_3,PUNCT
nevzpírají,0,group_3,VERB
činky,0,group_3,NOUN
",",0,group_3,PUNCT
ale,0,group_3,CCONJ
kameny,0,group_3,NOUN
.,0,group_3,PUNCT
Živí,0,group_3,VERB
se,0,group_3,PRON
těmi,0,group_3,DET
nejtvrdšími,0,group_3,ADJ
ořechy,0,group_3,NOUN
",",0,group_3,PUNCT
jaké,0,group_3,DET
v,0,group_3,ADP
jihoamerické,0,group_3,ADJ
džungli,0,group_3,NOUN
rostou,0,group_3,VERB
",",0,group_3,PUNCT
a,0,group_3,CCONJ
jako,0,group_3,SCONJ
jediní,0,group_3,ADJ
zdejší,0,group_3,ADJ
obyvatelé,0,group_3,NOUN
si,0,group_3,PRON
s,1,group_3,ADP
jejich,0,group_3,DET
skořápkou,0,group_3,NOUN
umí,0,group_3,VERB
poradit,0,group_3,VERB
.,0,group_3,PUNCT
Malpa,0,group_3,PROPN
si,0,group_3,PRON
ořech,0,group_3,NOUN
položí,0,group_3,VERB
na,0,group_3,ADP
vystouplý,0,group_3,ADJ
kořen,0,group_3,NOUN
",",0,group_3,PUNCT
nad,0,group_3,ADP
hlavu,0,group_3,NOUN
zvedne,0,group_3,VERB
co,0,group_3,ADV
nejtěžší,0,group_3,ADJ
kámen,0,group_3,NOUN
a,0,group_3,CCONJ
jeho,0,group_3,DET
vahou,0,group_3,NOUN
skořápku,0,group_3,NOUN
rozbije,0,group_3,VERB
.,0,group_3,PUNCT
Než,0,group_3,SCONJ
se,1,group_3,PRON
naobědvá,1,group_3,VERB
",",1,group_3,PUNCT
mnohokrát,0,group_3,ADV
tento,0,group_3,DET
vzpěračský,0,group_3,ADJ
výkon,1,group_3,NOUN
zopakuje,0,group_3,VERB
.,0,group_3,PUNCT
A,0,group_3,CCONJ
protože,0,group_3,SCONJ
si,0,group_3,PRON
nikdy,0,group_3,ADV
není,0,group_3,AUX
jistá,0,group_3,ADJ
",",0,group_3,PUNCT
že,0,group_3,SCONJ
najde,0,group_3,VERB
vhodný,0,group_3,ADJ
kámen,0,group_3,NOUN
pokaždé,0,group_3,ADV
",",0,group_3,PUNCT
když,0,group_3,SCONJ
ho,0,group_3,PRON
potřebuje,0,group_3,VERB
",",0,group_3,PUNCT
posiluje,1,group_3,VERB
i,0,group_3,CCONJ
